product_title,product_categories,product_price
Functional Analysis,"[[""Books""]]",13.49
"Principles of Surgery, Single Volume","[[""Books""]]",109.25
The Shadow of Blooming Grove: Warren G. Harding in His Times,"[[""Books""]]",35.63
The Long March: The Untold Story,"[[""Books""]]",10
Schaum's Outline of Microeconomic Theory,"[[""Books""]]",4
Alexander and the Magic Mouse.,"[[""Books""]]",9.79
Schaum's Outline of Principles of Economics (Schaum's),"[[""Books""]]",4
Human Factors In Engineering and Design,"[[""Books""]]",21.75
Schaum's Outline of International Economics,"[[""Books""]]",15.41
Elementary Quantum Mechanics,"[[""Books""]]",17.99
Economics,"[[""Books""]]",24.99
More Games Trainers Play,"[[""Books""]]",18.7
The British Invasion: From the First Wave to the New Wave,"[[""Books""]]",87.72
Schaum's Outline of Numerical Analysis,"[[""Books""]]",19.82
"A Cruising Guide to Puget Sound: Olympia to Port Angeles, including the San Juan Islands","[[""Books""]]",32.51
Cruising the Chesapeake: A Gunkholer's Guide,"[[""Books""]]",28.35
Electronic Circuits: Discrete and Integrated (Mcgraw Hill Series in Electrical and Computer Engineering),"[[""Books""]]",15
3000 Solved Problems in Precalculus (Schaums Solved Problems Series),"[[""Books""]]",11.99
Esquire's Encyclopedia of 20th Century Men's Fashions,"[[""Books""]]",28.99
Elements of Physiological Psychology,"[[""Books""]]",105.39
Operations management: Decision making in the operations function (McGraw-Hill series in management),"[[""Books""]]",4.87
The Hollywood writers' wars,"[[""Books""]]",20.66
Diesel Mechanics,"[[""Books""]]",22.75
Auto Repair for Dummies,"[[""Books""]]",14.11
Reasoning,"[[""Books""]]",28.36
"Information Transmission, Modulation and Noise","[[""Books""]]",78.77
Pancho Segura's Championship strategy: How to play winning tennis,"[[""Books""]]",11.06
Soldiers of Evil: The Commandants of the Nazi Concentration Camps,"[[""Books""]]",16.58
Trigonometry Self-Taught,"[[""Books""]]",14.37
Perception,"[[""Books""]]",10.78
The Stress of Life,"[[""Books""]]",11.98
Into that darkness;: From mercy killing to mass murder,"[[""Books""]]",14.46
Principles of Electronic Packaging,"[[""Books""]]",10.99
The Essential Wilderness Navigator,"[[""Books""]]",13.01
Theory and Problems of Acoustics (Schaum's Outline Series),"[[""Books""]]",16.45
The Brendan Voyage,"[[""Books""]]",3.99
The Broken Place,"[[""Books""]]",5.99
Mechanics of Fluids,"[[""Books""]]",7.49
Reinforced Concrete: Preliminary Design for Architects and Builders,"[[""Books""]]",90.29
3000 Solved Problems in Organic Chemistry (Schaum's Solved Problems) (Schaum's Solved Problems Series),"[[""Books""]]",21.48
Dictionary of Problem Words and Expressions,"[[""Books""]]",3.79
800 Solved Problems in Vector Mechanics for Engineers: Statics (Schaum's Solved Problems Series),"[[""Books""]]",24.96
Communicating In Spanish (Novice Level),"[[""Books""]]",11.2
Communicating In French (Novice Level),"[[""Books""]]",10.03
700 Solved Problems In Vector Mechanics for Engineers Volume II: Dynamics (Schaum's Solved Problems Series),"[[""Books""]]",13.1
Cannibals of the Heart: A Personal Biography of Louisa Catherine and John Quincy Adams,"[[""Books""]]",13.16
"800 Solved Problems In Vector Mechanics for Engineers, Vol. I: Statics","[[""Books""]]",24.96
Mechanical engineering design (McGraw-Hill series in mechanical engineering),"[[""Books""]]",11.81
Mechanical Engineering Design (McGraw-Hill Mechanical Engineering),"[[""Books""]]",19.75
"Communicating In German, (Novice Level)","[[""Books""]]",11.64
"Communicating In German, Advanced Level","[[""Books""]]",15
Standard Handbook of Machine Design,"[[""Books""]]",38.21
Entrepreneurs Are Made Not Born/Secrets from 200 Successful Entrepreneurs,"[[""Books""]]",13.99
Modern Processor Design: Fundamentals of Superscalar Processors (McGraw-Hill Series in Electrical and Computer Engineering),"[[""Books""]]",53.97
Experiments in Physical Chemistry,"[[""Books""]]",5.6
"Process Control Systems: Application, Design, and Tuning","[[""Books""]]",68.8
Neuroradiology: A Study Guide,"[[""Books""]]",62.86
Electronic Communication,"[[""Books""]]",171.78
"Chemical Technicians' Ready Reference Handbook, 4th Edition","[[""Books""]]",5.27
Mechanical and Electrical Systems for Construction (Mcgraw Hill Series in Construction Engineering and Project Management),"[[""Books""]]",60.91
Schaum's Outline of Spanish Vocabulary,"[[""Books""]]",3.99
Residential Steel Framing Handbook,"[[""Books""]]",20.69
Hedgemaids &amp; Fairy Candles: The Lives and Lore of North American Wildflowers,"[[""Books""]]",15.1
The Art of Trolling: A Complete Guide to Freshwater Methods and Tackle,"[[""Books""]]",18.25
Successful Bass Fishing,"[[""Books""]]",8.43
Schaum's Outline of Precalculus,"[[""Books""]]",4
Nonparametric Statistics for the Behavioral Sciences (McGraw-Hill Series in Psychology),"[[""Books""]]",17.2
Nonparametric Statistics for The Behavioral Sciences,"[[""Books""]]",175.44
Calculus With Analytic Geometry,"[[""Books""]]",27.02
Margaret Rutherford: A Blithe Spirit,"[[""Books""]]",40.2
"Differential Equations with Applications and Historical Notes, 2nd Edition (International Series in Pure and Applied Mathematics)","[[""Books""]]",34.91
How to Start and Operate a Mail-Order Business,"[[""Books""]]",15.95
Calculus Gems: Brief Lives and Memorable Mathematics,"[[""Books""]]",17.85
Advanced Concepts In Operating Systems,"[[""Books""]]",9.99
Study Guide for American Cinema,"[[""Books""]]",13.96
Physics of Semiconductors and Their Heterostructures (Mcgraw Hill Series in Electrical and Computer Engineering),"[[""Books""]]",39.99
Semiconductor Devices: An Introduction (McGraw-Hill series in electrical and computer engineering),"[[""Books""]]",10.99
Calculus With Analytic Geometry,"[[""Books""]]",31
Inferential Statisics: An Introduction to the Analysis of Variance,"[[""Books""]]",41.18
Case Studies for Teacher Problem Solving,"[[""Books""]]",15.52
Landscape Architecture: A Manual of Site Planning and Design,"[[""Books""]]",5.49
"Hurst's the Heart, Arteries and Veins (Single Volume)","[[""Books""]]",198.19
Student Solutions Manual to accompany Calculus With Analytic Geometry,"[[""Books""]]",59.3
Electrical Machines: Direct and Alternating Currents,"[[""Books""]]",9.02
Study Guide to Accompany Schiller the Micro Economy Today,"[[""Books""]]",4
Windows Nt Security: A Practical Guide to Securing Windows Nt Servers and Workstations (Mcgraw-Hill Ncsa Guides),"[[""Books""]]",17.92
McGraw-Hill Electronics Dictionary,"[[""Books""]]",79.56
"Outboard Engines: Maintenance, Troubleshooting and Repair","[[""Books""]]",15.31
The Information Broker's Handbook,"[[""Books""]]",22.1
Investing Smart: How to Pick Winning Stocks with Investor's Business Daily,"[[""Books""]]",10.09
Old Electrical Wiring,"[[""Books""]]",21.36
Particulars of my life,"[[""Books""]]",12.54
Radar Handbook,"[[""Books""]]",116.4
Schaum's Outline of Financial Management,"[[""Books""]]",5.15
Swamp,"[[""Books""]]",8.05
Arctic Tundra,"[[""Books""]]",8.55
Seashore (One Small Square),"[[""Books""]]",8.05
Cave,"[[""Books""]]",8.55
Backyard,"[[""Books""]]",8.55
African Savanna,"[[""Books""]]",8.55
Pond,"[[""Books""]]",8.55
One Small Square: Woods,"[[""Books""]]",8.55
Cactus Desert (One Small Square),"[[""Books""]]",8.55
Economics,"[[""Books""]]",7.99
MacroEconomics,"[[""Books""]]",7
Principles of Surgery Self-Assessment and Review,"[[""Books""]]",6.09
Boiler Operator's Exam Preparation Guide,"[[""Books""]]",39.5
Coral Reef,"[[""Books""]]",8.55
"The Strip-Built Sea Kayak: Three Rugged, Beautiful Boats You Can Build","[[""Books""]]",9.99
The Greatest Sales Stories Ever Told: From the World's Best Salespeople,"[[""Books""]]",17.99
"The Leader's Handbook: Making Things Happen, Getting Things Done","[[""Books""]]",23.45
"Schaum's Quick Guide to Business Formulas: 201 Decision-Making Tools for Business, Finance, and Accounting Students","[[""Books""]]",10.61
Schaum's Guideline of Managerial Accounting,"[[""Books""]]",4.34
"One Small Square, The Night Sky","[[""Books""]]",8.55
Schaum's Outline of Spanish Grammar (4th edition),"[[""Books""]]",3.99
Electronic Technology Handbook,"[[""Books""]]",64.64
Tropical Rain Forest,"[[""Books""]]",8.55
The Best of SAIL Magazine's Things That Work: 200 Sea-Tested Improvements for Your Boat,"[[""Books""]]",37.46
The New Direct Marketing: How to Implement A Profit-Driven Database Marketing Strategy,"[[""Books""]]",26.48
The WarRoom Guide to Competitive Intelligence,"[[""Books""]]",45.5
How Radio Signals Work,"[[""Books""]]",23.87
Atmospheric Dispersion Modeling Compliance Guide,"[[""Books""]]",115
Architecture in Watercolor,"[[""Books""]]",17.82
Practical Electronics for Inventors,"[[""Books""]]",8.48
"Principles of Surgery, Companion Handbook","[[""Books""]]",57.94
Introduction to Theoretical Physics,"[[""Books""]]",6.96
The Encyclopedia of Trading Strategies,"[[""Books""]]",38.99
Ovitz: The Inside Story of Hollywood's Most Controversial Power Broker,"[[""Books""]]",19.08
Jack Welch &amp; The G.E. Way: Management Insights and Leadership Secrets of the Legendary CEO,"[[""Books""]]",16.17
Body CT: A Practical Approach,"[[""Books""]]",69.6
Miracle in the Hills,"[[""Books""]]",42.26
The Atlas of African-American History and Politics: From the Slave Trade to Modern Times,"[[""Books""]]",29.32
"A social history of the bicycle, its early life and times in America,","[[""Books""]]",23.56
Aircraft Piston Engines: From the Manly Baltzer to the Continental Tiara (McGraw-Hill series in aviation),"[[""Books""]]",12.46
Lee and Grant: A Dual Biography,"[[""Books""]]",40.75
Thin-Film Deposition: Principles and Practice,"[[""Books""]]",11.79
Modern Optical Engineering: The Design of Optical Systems,"[[""Books""]]",8.13
Flags through the ages and across the world,"[[""Books""]]",10.75
How to Make Money in Stock Index Futures,"[[""Books""]]",46.77
Modern Lens Design: A Resource Manual,"[[""Books""]]",35
The Marlinspike Sailor,"[[""Books""]]",13.26
Accounting Principles,"[[""Books""]]",12.02
Practical Optical System Layout: And Use of Stock Lenses,"[[""Books""]]",53.39
GUI Design Handbook,"[[""Books""]]",51.6
Simulation Modeling and Analysis (Industrial Engineering and Management Science Series),"[[""Books""]]",6.99
National Security and The Nuclear Dilemma: An Introduction to the American Experience in the Cold War,"[[""Books""]]",4
"Managing Financial Risk: A Guide to Derivative Products, Financial Engineering, and Value Maximization","[[""Books""]]",142.61
Shoulder Arthroscopy,"[[""Books""]]",265.99
Indoor/Outdoor Team Building Games For Trainers: Powerful Activities From the World of Adventure-Based Team Building and Ropes Courses,"[[""Books""]]",16.62
Total Quality Essentials,"[[""Books""]]",50.4
"Nautical Knots and Lines Illustrated: The Essentials of Smart Line Handling, Knotting, and Splicing-In Color","[[""Books""]]",12.32
Affordable Automation,"[[""Books""]]",19.43
The Complete Curry Cookbook,"[[""Books""]]",34.08
"Managing with a Conscience: How to Improve Performance Through Integrity, Trust, and Commitment","[[""Books""]]",18
"Introduction to General, Organic and Biological Chemistry","[[""Books""]]",61.46
Model Voices: Finding a Writing Voice,"[[""Books""]]",6.74
World Philosophy: A Text with Readings,"[[""Books""]]",18
The Portable Baker: Baking on Boat and Trail,"[[""Books""]]",13.28
South East Guide to Saltwater Fishing and Boating,"[[""Books""]]",10.4
Database Management Systems Revised Beta Edition,"[[""Books""]]",166.47
Schaum's Outline of Advanced Mathematics for Engineers and Scientists,"[[""Books""]]",4
Schaum's Outline of Calculus of Finite Differences and Difference Equations,"[[""Books""]]",12.49
Schaum's Outline of Fourier Analysis with Applications to Boundary Value Problems,"[[""Books""]]",13.61
"Schaum's Outline of Theory and Problems of Real Variables; Lebesgue Measure and Integration With Applications to Fourier Series,","[[""Books""]]",12.68
Schaum's Outlines Vector Analysis (And An Introduction to Tensor Analysis),"[[""Books""]]",13.25
Schaum's Outlines: Laplace Transforms,"[[""Books""]]",20.9
Schaum's Outline of Theory and Problems of Theoretical Mechanics,"[[""Books""]]",14.76
Schaum's Outline of College Algebra,"[[""Books""]]",7.49
Dylan: A Biography,"[[""Books""]]",27.29
"Operations Management for Competitive Advantage (Competitive Adventage, Competitive Advantage)","[[""Books""]]",208.89
Spurr's Boatbook:  Upgrading the Cruising Sailboat,"[[""Books""]]",31.09
Yacht Style: Design and Decor Ideas for Your Boat,"[[""Books""]]",25.45
Conflict of Interests: The Politics of American Education,"[[""Books""]]",4
Child Development: Its Nature and Course,"[[""Books""]]",4
The Market Makers: How Leading Companies Create and Win Markets (Businessweek Books),"[[""Books""]]",16.15
Analytical Robotics and Mechatronics (Mcgraw Hill Series in Electrical and Computer Engineering),"[[""Books""]]",29.95
"Vertebrates: Comparative Anatomy, Function, Evolution 4th Edition","[[""Books""]]",169.09
Schaum's Outline of Intermediate Algebra,"[[""Books""]]",4
Outline of Molecular and Cell Biology,"[[""Books""]]",18
Managing Technology: The Strategic View (Mcgraw-Hill Engineering and Technology Management Series),"[[""Books""]]",4.21
Principles and Procedures of Statistics: A Biometrical Approach,"[[""Books""]]",5
Motivation and Leadership At Work,"[[""Books""]]",7.99
Flexible Printed Circuitry,"[[""Books""]]",155.2
Marketing to the Affluent,"[[""Books""]]",9.99
Networking with the Affluent,"[[""Books""]]",9.99
Selling to the Affluent,"[[""Books""]]",9.99
The Living Landscape: An Ecological Approach to Landscape Planning,"[[""Books""]]",7.88
Classic Readings in Urban Planning: An Introduction,"[[""Books""]]",17
"Calculus and Analytic Geometry, 5th Edition","[[""Books""]]",6.22
Schaum's Outline of Beginning Statistics (Schaum's),"[[""Books""]]",4
Elements of power system analysis (McGraw-Hill electrical and electronic engineering series),"[[""Books""]]",231.04
Power System Analysis,"[[""Books""]]",48.45
Steel Design Handbook: LRFD Method,"[[""Books""]]",7.17
Classic Readings In Architecture,"[[""Books""]]",4.3
Handbook of Structural Steel Connection Design and Details,"[[""Books""]]",82.88
The MGH Guide to Psychiatry in Primary Care,"[[""Books""]]",5.16
Systems Drafting: Creative Reprographics for Architects and Engineers,"[[""Books""]]",13.95
Working Drawing Manual,"[[""Books""]]",48.63
"Health Psychology, 6th Edition (Textbook Only)","[[""Books""]]",192.58
A Topical Approach to Life-Span Development (International Edition)--Third Edition,"[[""Books""]]",177.1
Refrigeration and Air Conditioning (McGraw-Hill Mechanical Engineering),"[[""Books""]]",48.99
Design of Thermal Systems,"[[""Books""]]",43.02
Industrial Refrigeration Handbook,"[[""Books""]]",109.53
"Nations at Dawn: China, Russia, and America (formerly titled Nations in Darkness)","[[""Books""]]",4
Prose Style: A Handbook for Writers,"[[""Books""]]",4
Handbook of Operational Amplifier Circuit Design,"[[""Books""]]",21.63
"Straight A's: If I Can Do It, So Can You","[[""Books""]]",7.92
Managerial Economics &amp; Organizational Architecture 4th Economy Edition,"[[""Books""]]",210.45
Functional Analysis,"[[""Books""]]",113.76
Perspectives in Business Ethics Third Edition (Third Edition),"[[""Books""]]",119.78
Marketing,"[[""Books""]]",131.2
Electromagnetic Theory (Pure &amp; Applied Physics),"[[""Books""]]",95
Refresher Course in Gregg Shorthand (Diamond Jubilee Series),"[[""Books""]]",12.12
The Kingdom Within: A Spiritual Autobiography,"[[""Books""]]",10.12
The land beyond the river,"[[""Books""]]",10.12
Fluid Mechanics,"[[""Books""]]",4.61
Refresher Course in Gregg Shorthand Simplified,"[[""Books""]]",15.1
32 Votes Before Breakfast,"[[""Books""]]",18.03
The Best-Loved Short Stories of Jesse Stuart,"[[""Books""]]",21.6
Socrates to Sartre: History of Philosophy,"[[""Books""]]",130.12
Engineering Magnetohydrodynamics,"[[""Books""]]",23.94
Conspiracy,"[[""Books""]]",18.81
Standard Code of Parliamentary Procedure,"[[""Books""]]",11.63
Open Channel Hydraulics,"[[""Books""]]",168.13
Sentence Combining: A Composing Book,"[[""Books""]]",19.64
The Philosophical Quest: A Cross-Cultural Reader,"[[""Books""]]",11.31
Writer's Toolbox: A Sentence Combining Workshop,"[[""Books""]]",24.59
The Twin Dimensions: Inventing Time and Space,"[[""Books""]]",4
The Modern Book of Whittling and Woodcarving,"[[""Books""]]",9.07
Applied Dimensional Analysis and Modeling,"[[""Books""]]",127.99
"Steel, Concrete, and Composite Design of Tall Buildings","[[""Books""]]",82.06
Basic Aerobatics,"[[""Books""]]",17.33
Fluid Mixing and Gas Dispersion in Agitated Tanks,"[[""Books""]]",29.99
Mastering American English (Saxon Series in English as a Second Language),"[[""Books""]]",17.59
Digital Circuits and Microprocessors (McGraw-Hill series in electrical engineering. Computer engineering and switching theory),"[[""Books""]]",24.99
Earthquake Prediction (Mcgraw Hill Horizons of Science Series),"[[""Books""]]",4
Design of Modern Highway Bridges,"[[""Books""]]",97.92
Profitable Photography: Start and Run a Money-Making Business,"[[""Books""]]",12
Integrated Solid Waste Management: Engineering Principles and Management Issues,"[[""Books""]]",12
Advanced Aerobatics,"[[""Books""]]",27.21
Basic Concepts in Embryology: A Student's Survival Guide,"[[""Books""]]",36.68
The Digital Economy: Promise and Peril In The Age of Networked Intelligence,"[[""Books""]]",9.99
AIRCRAFT PARTNERSHIP,"[[""Books""]]",20.55
Blueprint to the Digital Economy: Creating Wealth in the Era of E-Business,"[[""Books""]]",15
Paint Contractor's Handbook,"[[""Books""]]",26.31
Camino Oral,"[[""Books""]]",186.27
Advanced Social Psychology,"[[""Books""]]",5.9
Schaum's Outline of Electronic Communication,"[[""Books""]]",4.98
Electronic and Radio Engineering (Electrical &amp; Electronic Engineering),"[[""Books""]]",21.95
Drawing Fashion,"[[""Books""]]",10.88
The Futures Game: Who Wins? Who Loses? Why?,"[[""Books""]]",61.55
Transistor Circuit Design,"[[""Books""]]",58.64
DOS Mundos: A Communicative Approach Spanish Edition for Student (Spanish Text for Student),"[[""Books""]]",4.78
Adjustment of Property Losses,"[[""Books""]]",48.61
Personal Aircraft Maintenance: A Do-it-yourself Guide for Owners and Pilots (McGraw-Hill series in aviation),"[[""Books""]]",22.91
Clown Prince of Hollywood: The Antic Life and Times of Jack L. Warner,"[[""Books""]]",11.46
"A Cruising Guide to the Tennessee River, Tenn-Tom Waterway, and Lower Tombigbee River","[[""Books""]]",27.18
Dos mundos (Student Edition),"[[""Books""]]",4
Dos mundos: En breve (Student Edition),"[[""Books""]]",4
The Last Navigator,"[[""Books""]]",9.99
Kontakte: A Communicative Approach (Student Edition),"[[""Books""]]",8.25
Teaching Physics with Toys: Activities for Grades K-9,"[[""Books""]]",21.97
Teaching Chemistry with Toys: Activities for Grades K-9,"[[""Books""]]",20.84
Exploring Energy with Toys: Complete Lessons for Grades 4-8,"[[""Books""]]",21.23
"The Dividend Rich Investor: Building Wealth with High-Quality, Dividend-Paying Stocks","[[""Books""]]",9.99
Trade Your Way to Financial Freedom,"[[""Books""]]",4
"Theory of Plates and Shells, (Engineering Societies Monographs)","[[""Books""]]",38.73
The Complete Rigger's Apprentice: Tools and Techniques for Modern and Traditional Rigging,"[[""Books""]]",21.99
Western Europe in the Middle Ages 300-1475,"[[""Books""]]",17
"Western Societies: A Documentary History, volume 2","[[""Books""]]",13.24
Emergency Medicine: A Comprehensive Study Guide,"[[""Books""]]",204.39
Anatole and the Toyshop,"[[""Books""]]",6.29
Anatole and the Pied Piper,"[[""Books""]]",6.29
Basil in Mexico: A Basil of Baker Street Mystery,"[[""Books""]]",6.29
Anatole and the Robot,"[[""Books""]]",6.29
Schaum's Outline of Digital Principles,"[[""Books""]]",15.69
Principles and Practice of Intensive Care Monitoring,"[[""Books""]]",255.99
Microwave Spectroscopy,"[[""Books""]]",13.77
About the Sleeping Beauty,"[[""Books""]]",17.54
The Image Makers: Sixty Years of Hollywood Glamour,"[[""Books""]]",13.25
The Great Game: Memoirs of the Spy Hitler Couldn't Silence,"[[""Books""]]",18.93
The Theory and Practice of Compiler Writing (McGraw-Hill computer science series),"[[""Books""]]",41.9
"Mass-Transfer Operations, 3rd Edition","[[""Books""]]",7.34
Wooden Boat Renovation: New Life for Old Boats Using Modern Methods,"[[""Books""]]",23.58
"Inflatable Boats: Selection, Care, Repair, and Seamanship","[[""Books""]]",59.25
Lan Wiring: An Illustrated Guide to Network Cabling,"[[""Books""]]",6
"The Backpacker's Handbook, 2nd Edition","[[""Books""]]",15.3
The New Positioning: The Latest on the World's #1 Business Strategy,"[[""Books""]]",12.3
Handbook of Electrical Design Details,"[[""Books""]]",107.48
"The Articulate Executive: Learn to Look, Act, and Sound Like a Leader","[[""Books""]]",15.99
"Documents, Contracts and Worksheets for Home Builders","[[""Books""]]",10.99
The Cruising Life: A Commonsense Guide for the Would-Be Voyager,"[[""Books""]]",12.99
"Foundations, Retaining and Earth Structures: The Art of Design and Construction and Its Scientific Basis in Soil Mechanics","[[""Books""]]",28.95
"Schaum's Outline of Theory and Problems of Structural Analysis With an Introduction to Transport, Flexibility and Stiffness Matrices and Their Applic (Schaum's outline series)","[[""Books""]]",20.85
Analytical Anthology of Music,"[[""Books""]]",49.75
"The Elements of Music: Concepts and Applications, Vol. I","[[""Books""]]",29.99
"The Elements of Music: Concepts and Applications, Vol. 2","[[""Books""]]",29.95
The Nuremberg Trial,"[[""Books""]]",4.99
Structural Analysis of Metamorphic Tectonites (International Series in Earth Science),"[[""Books""]]",56.05
"Axonometric and Oblique Drawing: A 3-D Construction, Rendering, and Design Guide","[[""Books""]]",28.93
TMN: Telecommunications Management Network,"[[""Books""]]",44
Power Plant Technology,"[[""Books""]]",261.16
Berkeley Physics Course: Electricity and Magnetism v. 2,"[[""Books""]]",74.48
Handbook of DIE Design,"[[""Books""]]",83.69
Digital Control,"[[""Books""]]",8.33
Motor Control Electronics Handbook,"[[""Books""]]",70.48
Composicion: Proceso y sintesis,"[[""Books""]]",4
The Portland Cement Association's Guide to Concrete Homebuilding Systems,"[[""Books""]]",13.02
Insulating Concrete Forms Construction Manual,"[[""Books""]]",29.4
Insulating Concrete Forms for Residential Design and Construction,"[[""Books""]]",28
Oscilloscopes: Functional Operation and Measuring Examples,"[[""Books""]]",19.99
McGraw-Hill's Certified Quality Engineer Examination Guide,"[[""Books""]]",90.69
Videoscript to Accompany Destinos: An Introduction to Spanish,"[[""Books""]]",34.63
McDougal Littell Destinos: Student Handbook Grades 9-12 (Spanish Edition),"[[""Books""]]",86.42
Destinos an Introduction to Spanish,"[[""Books""]]",72.08
Destinos: Workbook/Study Guide 1 (Lecciones 1-26) (Spanish Edition),"[[""Books""]]",72.08
Adam's &amp; Victor's Principles of Neurology,"[[""Books""]]",9.99
Modern European History,"[[""Books""]]",16.99
The Practical Mariner's Book of Knowledge: 420 Sea-Tested Rules of Thumb for Almost Every Boating Situation,"[[""Books""]]",13.92
"The Sailor's Assistant: Reference Data for Maintenance, Repair, and Cruising","[[""Books""]]",11.5
The Benchtop Electronics Handbook: 260 Most Common Popular Electronics,"[[""Books""]]",19.3
Windows Nt 4.0 Workstation: Accelerated McSe Study Guide (Accelerated Mcse Study Guides),"[[""Books""]]",4.07
Windows NT 4.0 Server in the Enterprise: Exam 70 - 068 (Accelerated MCSF Study Guides),"[[""Books""]]",4.07
Networking Essentials: Exam 70-058 (Accelerated Mcse Study Guides),"[[""Books""]]",4
Mechanical Springs (Second Edition),"[[""Books""]]",20.65
"Whitewater Rescue Manual: New Techniques for Canoeists, Kayakers, and Rafters","[[""Books""]]",13.93
Programming in C #: 2/e: A Primer,"[[""Books""]]",28.03
Linear Integrated Circuits (Sigma Series): 1/e,"[[""Books""]]",26.13
Human Resource Strategy,"[[""Books""]]",51.84
Object Oriented Programming with Java: Essentials and Applications,"[[""Books""]]",40.5
Statistical Data Analysis Handbook,"[[""Books""]]",62.31
A Guide to Implementing Oracle Siebel CRM 8.x,"[[""Books""]]",62.55
Broadcast Writing: Principles and Practices,"[[""Books""]]",4.3
"Secrets of Successful Speakers: How You Can Motivate, Captivate, and Persuade","[[""Books""]]",14.25
"What to Say When. . .You're Dying on the Platform: A Complete Resource for Speakers, Trainers, and Executives","[[""Books""]]",13.83
Introduction to Biochemical Engineering: 2/e,"[[""Books""]]",38.25
Computation Structures (Optical and Electro-Optical Engineering Series),"[[""Books""]]",94.5
Teaching Engineering,"[[""Books""]]",21.49
Handbook of Air Conditioning and Refrigeration,"[[""Books""]]",79.85
Basics of Vocal Pedagogy,"[[""Books""]]",33
Advanced Thermodynamics for Engineers,"[[""Books""]]",124.19
The Washington Post Deskbook on Style,"[[""Books""]]",13.17
The wondrous mushroom: Mycolatry in Mesoamerica,"[[""Books""]]",18.6
Construction Materials and Processes,"[[""Books""]]",4.61
Lighting Design Handbook,"[[""Books""]]",35.01
Portable Gui Development With C++,"[[""Books""]]",3.9
Student Study Guide to Accompany Raymond Chang: Chemistry,"[[""Books""]]",80.04
Time-Saver Standards for Urban Design,"[[""Books""]]",37.38
Writing for Change: A Community Reader,"[[""Books""]]",4.34
John Wayne: My Life With the Duke,"[[""Books""]]",34.53
Heavily tattooed men and women (McGraw-Hill paperbacks),"[[""Books""]]",13.46
Argument: A Guide to Critical Thinking,"[[""Books""]]",3.99
Investing by the Stars: Using Astrology in the Financial Markets,"[[""Books""]]",16.56
Structured Cobol,"[[""Books""]]",4.37
The Hut Six Story: Breaking the Enigma Codes,"[[""Books""]]",14.5
"I Hate My Boss!: How to Survive and Get Ahead When Your Boss is A Tyrant, Control Freak, or Just Plain Nuts!","[[""Books""]]",18.61
Structured Cobol: Fundamentals and Style,"[[""Books""]]",28.79
Vein Diagnosis &amp; Treatment: A Comprehensive Approach,"[[""Books""]]",159.2
Who Says There Are No Jobs Out There?: 25 Irreverent Rules for Getting a Job,"[[""Books""]]",17.99
Gentle Architecture,"[[""Books""]]",22.47
Color Atlas of Pediatric Dermatology,"[[""Books""]]",114.58
Schaum's Outline of Lagrangian Dynamics,"[[""Books""]]",14.76
"Designing, Building, and Testing Your Own Speaker System with Projects","[[""Books""]]",16.34
Everest: The Testing Place,"[[""Books""]]",42.49
Civilizations of the Indus Valley and Beyond,"[[""Books""]]",23.26
"201 Icebreakers : Group MIxers, Warm-Ups, Energizers, and Playful Activities","[[""Books""]]",25.95
Money Talks: How to Make a Million As A Speaker,"[[""Books""]]",12.65
"Million Dollar Consulting, New and Updated Edition: The Professional's Guide to Growing a Practice","[[""Books""]]",5.92
Trading Chicago Style,"[[""Books""]]",16.47
Manual of Applied Field Hydrogeology,"[[""Books""]]",77.64
Viscous Fluid Flow,"[[""Books""]]",48.99
The Cruising Multihull,"[[""Books""]]",18.74
Digital Harmony: On the Complementarity of Music and Visual Art,"[[""Books""]]",59
"75 Cage Rattling Questions to Change the Way You Work: Shake-Em-Up Questions to Open Meetings, Ignite Discussion, and Spark Creativity","[[""Books""]]",9.99
Creating Compositions,"[[""Books""]]",3.99
"Programming with Java: A Primer, 4e","[[""Books""]]",24.3
"Electromagnetics With Application, 5th Edition","[[""Books""]]",27.23
Introduction to Fluid Mechanics and Fluid Machines,"[[""Books""]]",29.25
The State Against Blacks,"[[""Books""]]",11.66
The Compleat Strategyst (Complete Strategist): Being A Primer On The Theory Of Games Of Strategy,"[[""Books""]]",7.96
Practical Transistor Circuit Design and Analysis,"[[""Books""]]",58.64
Electronic Filter Design Handbook,"[[""Books""]]",114.78
SCMAD Exam Guide - Exam cx-310-110: Sun Certified Mobile Application Developer,"[[""Books""]]",46.96
"QuickTest Professional: Covers QTP 9.2, 9.5 and 10.00","[[""Books""]]",36.4
Abhinav Anubhav: Abhivyaktiyan (Hindi Edition),"[[""Books""]]",22.5
How to Read A Profit And Loss Statement,"[[""Books""]]",13.78
Home VCR Repair Illustrated,"[[""Books""]]",55.27
Mass Media/Mass Culture: And Introduction,"[[""Books""]]",4.51
Simplified Roof Framing,"[[""Books""]]",12.54
Statistical Principles in Experimental Design (McGraw-Hill series in psychology),"[[""Books""]]",101.4
The Liveaboard Report: A Boat Dweller's Guide to What Works and What Doesn't,"[[""Books""]]",11.38
Boatowner's Illustrated Handbook of Wiring,"[[""Books""]]",25.15
Schaum's Outlines of German Vocabulary,"[[""Books""]]",14.68
Schaum's Outline of Introductory Surveying (Schaum's),"[[""Books""]]",18.98
Personality: Analysis and Interpretation of Lives,"[[""Books""]]",12.77
Accessible Housing by Design: Universal Design Principles in Practice,"[[""Books""]]",19.84
